sentence,label
I continue to wait for a reponse to my email that I sent over 1 month ago. Also too much attrition at [Clinic]. Constantly dealing with new employees and continually receiving bounce-back emails from employees ,NEGATIVE
Ive been coming to [Clinic] for over 10 years and in that time the tests have remained exactly the same and it feels like nothing has changed in terms of updated testing. The value was high in the past ,NEGATIVE
 Dedicated Care program for my husband and me has been excellent with very caring staff nurses and Dr. [Doctor].,POSITIVE
It’s great for corporate clients who perform their checkups once a year but it doesn’t work for individuals in Dedicated Care. Doctors are very professional but the system doesn’t work. There is no personal ,MIXED
It is so expensive. ,NEGATIVE
I have been going for over 15 years but lately I have felt like a number.  When I arrive I am up sold and I feel like there is no reason for the test but to make money.  The sales process has been more ,NEGATIVE
 [Clinic] in my opinion does a good job. The only issue I have as a 75 year old is the cost. As time goes on I will probably space out my annual visit to every two years.,MIXED
 Increase more diverse examinations and equipment especially preventive examinations for cancer and the age for this examination can be younger,NEGATIVE
 What keeps me coming back to [Clinic] is the high level of peofesdionalism & efficiency with which they work.,POSITIVE
" Excellent front end serviceVery attentive physician",POSITIVE
I would prefer the annual physical to be more a la cart…don’t need all the tests ,NEGATIVE
[Doctor]ke all your locations same as [Doctor]ronto etc tests - procedures ,NEUTRAL
"When I decided to cancel my annual dedicated [Clinic] membership plan which I confirmed by email with Jeff Kraschinski I had asked a 
follow up question and did not receive an answer.  

The more significant ",NEGATIVE
I would appreciate continued communication with regards to referral appts. once the annual assessment is complete. I felt a little disconnected once the appt was complete. It took over a year for me to ,NEGATIVE
Your team cancelled appointments the moment a person is not able to pick up the first call. This is completely unprofessional and especially given this is supposed to be a paid premium service. Truly disappointed ,NEGATIVE
 I think its great new locations are opening closer to the North. I hope they are just as comforting as the [Doctor]ronto location.,POSITIVE
The wait time. ,NEGATIVE
 Mike Han is amazing and I consider myself fortunate to be working with him.,POSITIVE
its a high price for convenience as almost everything is offered through my GP and other insured service providers. Ideally there would be access to incremental blood tests cancer screening MRIs etc. ,NEGATIVE
 Reduce the wait time from when get blood work done to abdominal ultrasound.,NEGATIVE
No follow up and when I tried to get help you just asked for $3000 more dollars.  Very disappointed and my last [Clinic] visit ,NEGATIVE
Nothing specific. ,NEUTRAL
 I think the experience is great - it’s a fabulous perk!!,POSITIVE
 I have already recommended [Clinic] to others!,POSITIVE
" Very professional teamDr [Doctor] is amazing...",POSITIVE
 I’ve already referred 4 clients your way,POSITIVE
I could have not been rejected and not had billing bothering me for payment after ,NEGATIVE
 I have already recommended to my friends and family.  I think people are concerned about the cost.,MIXED
Slightly lower cost. ,NEUTRAL
 Always wonderful care and service.,POSITIVE
 My experience has been excellent. Referrals in general are reasonably expedient reports after  annual medical are comprehensive as is follow up.,POSITIVE
Easier access to specialist doctors ,NEUTRAL
 I have recently had a situation which required hospitalization. Throughout this my Dr. (and his team) have been an incredible source of support and insight. I cannot say enough great things about Jason,POSITIVE
The [Clinic] annual exam remains great.  The follow up afterwards is very very bad.   I have had to harrass/follow up several times to ensure my referrals are followed through with.   Without me following ,MIXED
" Have you considered setting up a [Clinic] office in Ottawa? Health care in Ottawa sucks and is s-l-o-w.BTW thanks for the neuro consult at the Ottawa Civic on April 16/24.",MIXED
 [Clinic] is a great service but the cost is prohibitive to most people at least in my acquaintance.,MIXED
 Appreciate extensive tests and personal review by Doctor.  Done in a relaxing atmosphere.,POSITIVE
[Doctor]kelihood would be higher at a lower cost. ,NEGATIVE
 Dr. [Doctor] is a professional in every aspect.  His examinations are thorough informative and he is open to discussing new information.  I have been impressed each time I have spent with Dr.,POSITIVE
Expensive would love to recommend but not everyone can afford it. ,MIXED
I have no complaints with the experience I have received.  I feel very comfortable with the doctors I see and will continue to come. ,POSITIVE
 [Doctor]sten to our concerns/isues and mindful of the job responsibilities and be more knowledgeable of the task they were given specially for the managers.,NEGATIVE
 I live in Northern Ontario with little access to prompt efficient care.  Since my original Health assessment [Clinic] has been a huge part of my ongoing care and access to specialty care.,POSITIVE
